Id,Techno,Eqpt_Mod,Act,,Act_desc,Avg_single,PS50_Plan,PS50_Act,Avg_Actual
146,2,26,DESN,1,Décomission,0,0,0,
147,2,26,DBRD,7,Décomission,0,0,0,0
148,2,27,DESN,1,Mise en service,0,0,0,
149,2,27,DBRD,7,Mise en service,0,0,0,
150,2,27,DESN,1,Ajout de carte,0,0,0,
151,2,27,DBRD,7,Ajout de carte,0,0,0,
152,2,27,DESN,1,Enlèvement de carte,0,0,0,
153,2,27,DBRD,7,Enlèvement de carte,0,0,0,
154,2,27,DESN,1,Décomission,0,0,0,
155,2,27,DBRD,7,Décomission,0,0,0,
156,2,28,DESN,1,Mise en service,0,0,0,
157,2,28,DBRD,7,Mise en service,0,0,0,
158,2,28,DESN,1,Ajout de carte,0,0,0,
159,2,28,DBRD,7,Ajout de carte,0,0,0,
160,2,28,DESN,1,Enlèvement de carte,0,0,0,
161,2,28,DBRD,7,Enlèvement de carte,0,0,0,
162,2,28,DESN,1,Décomission,0,0,0,
163,2,28,DBRD,7,Décomission,0,0,0,
164,2,29,DESN,1,Mise en service,0,0,0,0
165,2,29,DBRD,7,Mise en service,0,0,0,0
166,2,29,DESN,1,Décomission,3.8,2,0,0
167,2,29,DBRD,7,Décomission,5.4,10,0,0
168,3,30,DFRM,8,Mise en service,15.8,8,0,11
169,3,30,DFRM,8,Décomission,20.8,16,0,
170,3,10,DFRM,8,Mise en service,12.6,24,0,23
171,3,10,DFRM,8,Décomission,0,0,0,
172,3,31,DFRM,8,Mise en service,10.2,18,0,21
173,3,31,DFRM,8,Décomission,0,0,0,
174,4,32,DESN,1,Mise en service,2.9,3,0,3
175,4,32,DPSW,3,Mise en service,6.3,5,0,6
176,4,32,DESN,1,Décomission,0,0,0,
177,4,32,DPSW,3,Décomission,0,0,0,
178,4,33,DNWM,9,Correction Type 1 (100 +),45,1,0,
179,4,33,DNWM,9,Correction Type 2 (50 - 100),0,0,0,
180,4,33,DNWM,9,Correction Type 3 (26- 49),0,0,0,
181,4,33,DNWM,9,Correction Type 4 (1- 25),0,0,0,
182,4,34,DESN,1,Mise en service,0,0,0,
183,4,34,DPSW,3,Mise en service,0,0,0,
184,4,34,DESN,1,Décomission,5,8,0,0
185,4,34,DPSW,3,Décomission,7.7,12,0,
186,4,35,DESN,1,Mise en service,4.2,6,0,6
187,4,35,DPSW,3,Mise en service,9.5,7,0,11
188,4,35,DESN,1,Décomission,0,0,0,
189,4,35,DPSW,3,Décomission,0,0,0,
190,4,35,DESN,1,Ajout de facilité,5.7,6,0,3
191,4,35,DPSW,3,Ajout de facilité,6.7,13,0,27
192,4,36,DESN,1,Mise en service,7.7,13,0,7
193,4,36,DPSW,3,Mise en service,9,18,0,
194,4,36,DESN,1,Décomission,0,0,0,
195,4,36,DPSW,3,Décomission,0,0,0,
196,4,37,DESN,1,Mise en service,4,6,0,
197,4,37,DPSW,3,Mise en service,5.5,16,0,
198,4,37,DESN,1,Décomission,0,0,0,
199,4,37,DPSW,3,Décomission,0,0,0,
200,4,38,DESN,1,Décomission,1.9,4,0,2
201,4,38,DPSW,3,Décomission,1.4,2,0,
202,4,39,DESN,1,Mise en service,4.8,5,0,10
203,4,39,DNWM,9,Mise en service,12.5,18,0,12
204,4,39,DESN,1,Décomission,0,0,0,
205,4,39,DNWM,9,Décomission,0,0,0,
206,4,40,DESN,1,Mise en service,0,0,0,
207,4,40,DNWM,9,Mise en service,0,0,0,
208,4,40,DESN,1,Décomission,0,0,0,
209,4,40,DNWM,9,Décomission,0,0,0,
210,4,41,DESN,1,Mise en service,6.2,7,0,13
211,4,41,DNWM,9,Mise en service,6.5,8,0,13
212,4,41,DESN,1,Décomission,0,0,0,
213,4,41,DNWM,9,Décomission,0,0,0,
214,4,42,DESN,1,Mise en service,9.5,10,0,4
215,4,42,DNWM,9,Mise en service,9.4,12,0,0
216,4,42,DESN,1,Décomission,0,0,0,
217,4,42,DNWM,9,Décomission,0,0,0,
218,4,43,DESN,1,Mise en service,1.2,3,0,1
219,4,43,DPSW,3,Mise en service,7,5,0,11
220,4,43,DESN,1,Décomission,0,0,0,
221,4,43,DPSW,3,Décomission,0,0,0,
222,4,14,DESN,1,Spare,1.1,2,0,1
223,4,14,DPSW,3,Spare,2,3,0,3
224,4,17,DESN,1,RTU / Software,0,0,0,0
225,4,44,DESN,1,Mise en service,0,0,0,
226,4,44,DNWM,9,Mise en service,0,0,0,
227,4,44,DESN,1,Décomission,0,0,0,0
228,4,44,DNWM,9,Décomission,2,1,0,2
229,4,44,DESN,1,Ajout de carte,2.2,3,0,
230,4,44,DNWM,9,Ajout de carte,6,5,0,
231,4,44,DESN,1,Enlèvement de carte,0,0,0,
232,4,44,DNWM,9,Enlèvement de carte,0,0,0,
233,4,45,DESN,1,Mise en service,2.4,3,0,2
234,4,45,DNWM,9,Mise en service,8.8,10,0,21
235,4,45,DESN,1,Décomission,0,0,0,
236,4,45,DNWM,9,Décomission,0,0,0,
237,4,45,DESN,1,Ajout de carte,0,0,0,
238,4,45,DNWM,9,Ajout de carte,0,0,0,
239,5,46,DESN,1,Ajout de facilité,,0,0,0
240,5,47,DESN,1,Mise en service,2.9,3,0,3
241,5,47,DPSW,3,Mise en service,5.6,4,0,6
242,5,47,DESN,1,Ajout de carte,8.8,11,0,5
243,5,47,DPSW,3,Ajout de carte,5.2,7,0,6
244,5,47,DESN,1,Ajout de facilité,2.6,2,0,3
245,5,47,DPSW,3,Ajout de facilité,7.7,8,0,4
246,5,47,DESN,1,Enlèvement de carte,0,0,0,
247,5,47,DPSW,3,Enlèvement de carte,0,0,0,
248,5,47,DESN,1,Enlèvement de facilité,0,0,0,
249,5,47,DPSW,3,Enlèvement de facilité,0,0,0,
250,5,47,DESN,1,Décomission,0,0,0,
251,5,47,DPSW,3,Décomission,0,0,0,
252,5,48,DESN,1,Mise en service,22.7,20,0,23
253,5,48,DPSW,3,Mise en service,20,13,0,21
254,5,48,DESN,1,Ajout de carte,10.5,11,0,11
255,5,48,DPSW,3,Ajout de carte,8.8,9,0,0
256,5,48,DESN,1,Ajout de facilité,3,4,0,2
257,5,48,DPSW,3,Ajout de facilité,4.3,4,0,4
258,5,48,DESN,1,Enlèvement de carte,0,0,0,
259,5,48,DPSW,3,Enlèvement de carte,0,0,0,
260,5,48,DESN,1,Enlèvement de facilité,3.8,1,0,
261,5,48,DPSW,3,Enlèvement de facilité,3.8,1,0,
262,5,48,DESN,1,Décomission,0,0,0,
263,5,48,DPSW,3,Décomission,0,0,0,
264,5,49,DESN,1,Mise en service,9.5,10,0,10
265,5,49,DPSW,3,Mise en service,10,15,0,10
266,5,49,DESN,1,Ajout de carte,0,0,0,
267,5,49,DPSW,3,Ajout de carte,0,0,0,
268,5,49,DESN,1,Ajout de facilité,0,0,0,
269,5,49,DPSW,3,Ajout de facilité,0,0,0,
270,5,49,DESN,1,Enlèvement de carte,0,0,0,
271,5,49,DPSW,3,Enlèvement de carte,0,0,0,
272,5,49,DESN,1,Enlèvement de facilité,0,0,0,
273,5,49,DPSW,3,Enlèvement de facilité,0,0,0,
274,5,49,DESN,1,Décomission,0,0,0,
275,5,49,DPSW,3,Décomission,0,0,0,
276,5,50,DESN,1,Mise en service,0,0,0,
277,5,50,DPSW,3,Mise en service,15,10,0,
278,5,50,DESN,1,Décomission,0,0,0,
279,5,50,DPSW,3,Décomission,0,0,0,
280,5,51,DESN,1,Mise en service,0,0,0,
281,5,51,DPSW,3,Mise en service,15,10,0,
282,5,51,DESN,1,Décomission,0,0,0,
283,5,51,DPSW,3,Décomission,0,0,0,
284,5,52,DESN,1,Mise en service,0,0,0,
285,5,52,DPSW,3,Mise en service,17.1,12,0,25
286,5,52,DESN,1,Décomission,0,0,0,
287,5,52,DPSW,3,Décomission,0,0,0,
288,5,53,DPSW,3,Clean Sweep - Enlèvement,8.3,8,0,2
289,5,54,DESN,1,Mise en service,11.6,10,0,12
290,5,54,DPSW,3,Mise en service,12.3,14,0,9
291,5,54,DESN,1,Ajout de carte,1.9,4,0,3
292,5,54,DPSW,3,Ajout de carte,1.9,4,0,2
293,5,54,DESN,1,Ajout de facilité,1,1,0,
294,5,54,DPSW,3,Ajout de facilité,7.5,8,0,
295,5,54,DESN,1,Enlèvement de carte,0,0,0,
296,5,54,DPSW,3,Enlèvement de carte,0,0,0,
297,5,54,DESN,1,Enlèvement de facilité,0,0,0,
298,5,54,DPSW,3,Enlèvement de facilité,0,0,0,
299,5,54,DESN,1,Décomission,0,0,0,
300,5,54,DPSW,3,Décomission,0,0,0,
301,5,55,DESN,1,Mise en service,12,12,0,12
302,5,55,DPSW,3,Mise en service,13.3,14,0,13
303,5,55,DESN,1,Ajout de carte,9.2,9,0,5
304,5,55,DPSW,3,Ajout de carte,5.8,6,0,2
305,5,55,DESN,1,Ajout de facilité,3.9,4,0,4
306,5,55,DPSW,3,Ajout de facilité,3.8,5,0,3
307,5,55,DESN,1,Enlèvement de carte,3.4,3,0,5
308,5,55,DPSW,3,Enlèvement de carte,4.6,4,0,5
309,5,55,DESN,1,Enlèvement de facilité,2.5,3,0,3
310,5,55,DPSW,3,Enlèvement de facilité,2.4,3,0,3
311,5,55,DESN,1,Décomission,0,0,0,
312,5,55,DPSW,3,Décomission,0,0,0,
313,5,56,DESN,1,Mise en service,13.2,19,0,0
314,5,56,DPSW,3,Mise en service,9,16,0,0
315,5,56,DESN,1,Décomission,0,0,0,
316,5,56,DPSW,3,Décomission,0,0,0,
317,5,57,DESN,1,Mise en service,17.5,20,0,7
318,5,57,DPSW,3,Mise en service,16.3,16,0,0
319,5,57,DESN,1,Ajout de carte,0,0,0,
320,5,57,DPSW,3,Ajout de carte,0,0,0,
321,5,57,DESN,1,Ajout de facilité,19,19,0,
322,5,57,DPSW,3,Ajout de facilité,9.8,9,0,
323,5,57,DESN,1,Enlèvement de carte,0,0,0,
324,5,57,DPSW,3,Enlèvement de carte,0,0,0,
325,5,57,DESN,1,Enlèvement de facilité,0,0,0,
326,5,57,DPSW,3,Enlèvement de facilité,0,0,0,
327,5,57,DESN,1,Décomission,0,0,0,
328,5,57,DPSW,3,Décomission,0,0,0,
329,5,58,DESN,1,Mise en service,0,0,0,
330,5,58,DPSW,3,Mise en service,0,0,0,
331,5,58,DESN,1,Ajout de carte,5.1,6,0,5
332,5,58,DPSW,3,Ajout de carte,4,4,0,4
333,5,58,DESN,1,Ajout de facilité,2,6,0,
334,5,58,DPSW,3,Ajout de facilité,1.9,6,0,
335,5,58,DESN,1,Enlèvement de carte,0,0,0,
336,5,58,DPSW,3,Enlèvement de carte,0,0,0,
337,5,58,DESN,1,Enlèvement de facilité,0,0,0,
338,5,58,DPSW,3,Enlèvement de facilité,0,0,0,
339,5,58,DESN,1,Décomission,0,0,0,
340,5,58,DPSW,3,Décomission,0,0,0,
341,5,59,DESN,1,Mise en service,0,0,0,0
342,5,59,DPSW,3,Mise en service,7.5,5,0,8
343,5,59,DESN,1,Ajout de carte,0,0,0,
344,5,59,DPSW,3,Ajout de carte,0,0,0,
345,5,59,DESN,1,Ajout de facilité,0,0,0,
346,5,59,DPSW,3,Ajout de facilité,0,0,0,
347,5,59,DESN,1,Enlèvement de carte,0,0,0,
348,5,59,DPSW,3,Enlèvement de carte,0,0,0,
349,5,59,DESN,1,Enlèvement de facilité,0,0,0,
350,5,59,DPSW,3,Enlèvement de facilité,0,0,0,
351,5,59,DESN,1,Décomission,0,0,0,
352,5,59,DPSW,3,Décomission,0,0,0,
353,5,60,DESN,1,Décomission,3.6,5,0,10
354,5,60,DPSW,3,Décomission,6.3,6,0,28
355,5,14,DPSW,3,Migration de circuits,5,7,0,
356,5,14,DESN,1,Bon de commande (Sans Matériel),6.6,7,0,
357,5,14,DPSW,3,Bon de commande (Sans Matériel),3.5,4,0,
358,5,14,DESN,1,Spare,3.1,4,0,3
359,5,14,DPSW,3,Spare,1.5,3,0,1
360,5,14,DESN,1,Migration de circuits,2.7,4,0,
361,5,61,DESN,1,Mise en service,0,0,0,
362,5,61,DPSW,3,Mise en service,0,0,0,
363,5,61,DESN,1,Ajout de carte,0,0,0,
364,5,61,DPSW,3,Ajout de carte,0,0,0,
365,5,61,DESN,1,Ajout de facilité,0,0,0,
366,5,61,DPSW,3,Ajout de facilité,0,0,0,
367,5,61,DESN,1,Enlèvement de carte,0,0,0,
368,5,61,DPSW,3,Enlèvement de carte,0,0,0,
369,5,61,DESN,1,Enlèvement de facilité,0,0,0,
370,5,61,DPSW,3,Enlèvement de facilité,0,0,0,
371,5,61,DESN,1,Décomission,0,0,0,
372,5,61,DPSW,3,Décomission,0,0,0,
373,5,62,DESN,1,Mise en service,0,0,0,
374,5,62,DPSW,3,Mise en service,0,0,0,
375,5,62,DESN,1,Ajout de carte,0,0,0,
376,5,62,DPSW,3,Ajout de carte,0,0,0,
377,5,62,DESN,1,Ajout de facilité,0,0,0,
378,5,62,DPSW,3,Ajout de facilité,0,0,0,
379,5,62,DESN,1,Enlèvement de carte,0,0,0,
380,5,62,DPSW,3,Enlèvement de carte,0,0,0,
381,5,62,DESN,1,Enlèvement de facilité,0,0,0,
382,5,62,DPSW,3,Enlèvement de facilité,0,0,0,
383,5,62,DESN,1,Décomission,0,0,0,
