,,,,,,,Fiscal year/period,Overall Result,,January 2019,January 2019,February 2019,February 2019,March 2019,March 2019,April 2019,April 2019,May 2019,May 2019,June 2019,June 2019,July 2019,July 2019,August 2019,August 2019,September 2019,September 2019,October 2019,October 2019,November 2019,November 2019,December 2019,December 2019,January 2020,January 2020,February 2020,February 2020,March 2020,March 2020,April 2020,April 2020,May 2020,May 2020,June 2020,June 2020,July 2020,July 2020,August 2020,August 2020,September 2020,September 2020,October 2020,October 2020,November 2020,November 2020,December 2020,December 2020,February 2021,February 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSID-WBS,Project ID,Network,,Network activity,Work Center-ACTY,,Activity Type-ACTY,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall Result,,,,,,,,"23,878.4 H","18,961.5 H",828.2 H,"1,092.5 H","1,439.7 H","1,189.8 H","1,929.5 H","1,453.5 H","1,529.8 H",966.8 H,"1,379.8 H","1,073.8 H","1,557.9 H","1,299.0 H","1,400.8 H",829.0 H,994.1 H,721.5 H,700.7 H,495.3 H,844.5 H,756.3 H,613.4 H,763.3 H,608.3 H,487.3 H,389.9 H,894.5 H,594.8 H,804.0 H,600.0 H,780.5 H,706.6 H,785.3 H,"1,223.1 H","1,079.0 H",766.6 H,622.0 H,596.6 H,607.3 H,625.8 H,601.5 H,"1,284.3 H",621.0 H,"1,393.4 H",723.8 H,"1,529.6 H",315.0 H,328.9 H,,12.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769390,XXG:SGARPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769390,XXG:SGARPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769844,XXG:SGARPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769844,XXG:SGARPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769890,XXG:NWMDPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2769890,XXG:NWMDPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770618,XXG:GDVAPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770618,XXG:GDVAPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770619,XXG:LAMRPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770619,XXG:LAMRPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770806,XXG:AMQUPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770806,XXG:AMQUPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770921,XXG:STPRPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2770921,XXG:STPRPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771539,XXG:MTJLPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771539,XXG:MTJLPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771859,XXG:STMOPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771859,XXG:STMOPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771992,XXG:SJPJPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2771992,XXG:SJPJPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772089,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772089,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772093,XXG:MTLSPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772093,XXG:MTLSPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772133,XXG:LISTPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772133,XXG:LISTPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772134,XXG:SFARPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772134,XXG:SFARPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772135,XXG:CATNPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772135,XXG:CATNPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772783,XXG:SPISPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772783,XXG:SPISPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772818,XXG:BNVTPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772818,XXG:BNVTPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772841,XXG:STPRPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,6.5 H,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,6.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2772841,XXG:STPRPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773039,XXG:CPCTPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773039,XXG:CPCTPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773238,XXG:MOISPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773238,XXG:MOISPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6 H,,0.4 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773649,XXG:PSPBPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773649,XXG:PSPBPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773650,XXG:RMKIPQXA:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2773650,XXG:RMKIPQXA:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774063,XXG:STNMPQXA:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774063,XXG:STNMPQXA:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774368,XXG:LISTPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,3.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4 H,3.5 H,0.1 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774368,XXG:LISTPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 H,,0.2 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774441,XXG:SGBCPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774441,XXG:SGBCPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774592,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774592,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774686,XXG:SCSBPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774686,XXG:SCSBPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774772,XXG:DNNCPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,ANLST,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2774772,XXG:DNNCPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 H,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
